player_name,country,years_active,matches,innings,not_outs,runs,high_score,batting_average,hundreds,fifties,ducks,batting_strike_rate,balls_faced,boundary_%,sixes_hit,fours_hit,consistency_score,player_impact_score,man_of_the_match_awards,catches_taken,stumpings,run_outs,matches_won_contribution_(%),bowling_wickets,bowling_average,bowling_economy_rate,bowling_strike_rate,best_bowling_figures,overs_bowled,five-wicket_hauls,ten-wicket_hauls
G Angeletti (Arg),West Indies,1980-2023,3,3,48,32,18*,16.00,0,0,11,121.74,17072,49.15,233,764,79.15,56.05,47,153,3,7,46.83,273,18.58,8.11,54.27,5/31,4084,12,9
RJ Blakey (ENG),New Zealand,1996-2022,5,6,21,32,25,5.33,0,0,6,97.31,3350,31.72,271,680,96.79,87.74,24,215,17,26,45.39,475,23.54,9.97,57.69,7/49,473,34,2
TS Braat (NED),South Africa,1998-2023,6,3,21,32,26*,16.00,0,0,4,122.31,12088,57.35,242,286,70.42,95.77,47,192,37,52,88.95,573,27.95,3.95,52.13,3/33,2248,32,5
RE Bryson (SA),New Zealand,2016-2022,7,4,37,32,17*,32.00,0,0,18,75.73,16590,46.27,169,1013,61.84,60.32,15,41,46,43,58.52,208,49.39,7.05,46.99,2/40,3066,47,7
IW Callen (AUS),Australia,1997-2023,6,5,0,32,22*,32.00,0,0,0,81.53,18915,29.09,187,548,73.98,68.23,31,206,46,2,85.59,482,49.26,4.66,12.54,2/26,3786,16,2
N Gallichan (NZ),South Africa,2010-2021,1,2,24,32,30,16.00,0,0,4,60.25,1951,62.4,414,1292,58.88,88.82,27,229,5,16,31.86,368,17.72,9.1,21.87,3/13,1370,31,1
K Ghalley (BHU),Pakistan,2014-2021,4,4,38,32,19*,16.00,0,0,10,135.33,4877,38.24,339,551,86.95,62.46,22,88,6,23,65.54,77,12.61,8.72,34.36,3/34,3311,38,6
MEZ Ghazali (PAK),New Zealand,1983-2023,2,4,10,32,18,8.00,0,0,16,66.13,1231,56.53,386,1175,99.31,87.3,8,82,26,20,34.25,557,14.75,4.88,44.49,2/23,691,15,6
S Hongsi (THA),Afghanistan,1996-2024,5,5,13,32,11*,16.00,0,0,1,139.4,7152,39.36,156,1105,56.81,67.98,14,155,8,25,74.27,446,24.93,7.31,47.26,4/29,2350,5,7
Ijaz Ahmed jnr (PAK),England,2019-2022,4,4,7,32,16,10.66,0,0,11,95.29,12662,43.92,132,1482,79.06,71.9,20,227,18,13,79.8,528,29.18,4.79,19.08,3/38,3061,17,7
AJ Ireland (ZIM),England,1992-2022,27,14,33,32,8*,4.00,0,0,12,97.86,16136,37.01,36,1220,62.87,98.01,24,101,32,47,60.17,313,46.78,7.71,43.34,6/39,2216,33,7
TP Kamungozi (ZIM),Afghanistan,1986-2021,16,13,9,32,12*,4.57,0,0,10,131.24,5277,39.71,428,453,69.03,77.19,32,233,5,51,34.24,132,49.84,6.26,19.16,4/40,1777,44,7
BP Kruger (NED),New Zealand,2003-2022,5,3,43,32,15,10.66,0,0,9,144.48,6738,58.11,270,618,93.77,87.86,41,140,38,16,72.04,594,49.28,9.07,58.86,1/49,3414,11,7
JD Newton (CRT),South Africa,2016-2024,4,4,38,32,26,8.00,0,0,5,77.8,13708,27.83,196,76,75.38,72.27,37,178,36,22,80.44,342,26.99,5.26,24.31,2/33,2425,4,9
AAP Rivero (Arg),Bangladesh,1989-2024,9,6,22,32,19,5.33,0,0,3,114.25,12823,50.88,22,1868,62.67,97.35,13,294,17,39,32.2,311,41.86,5.18,38.13,7/30,937,44,0
Rizwan Haider (MAS),Sri Lanka,1991-2022,31,7,17,32,17*,16.00,0,0,13,138.8,12573,40.08,235,1980,85.5,57.06,44,37,49,99,76.27,246,47.23,3.44,57.4,5/20,2689,41,5
TW Samuels (Blz),Afghanistan,2005-2021,5,5,23,32,17,8.00,0,0,14,116.96,16494,58.48,292,1993,70.51,79.68,7,228,1,4,37.35,221,49.51,9.69,47.62,2/40,3424,8,9
JD Siddons (AUS),India,1996-2023,1,1,49,32,32,32.00,0,0,3,135.04,15346,22.79,454,1098,51.52,77.83,6,297,26,38,49.93,118,49.23,9.2,28.83,3/42,1773,9,5
KRP Silva (USA),Bangladesh,1995-2024,2,2,11,32,25,16.00,0,0,11,87.56,19486,69.58,324,1694,54.26,53.89,46,164,31,24,24.79,464,49.2,5.96,58.65,7/15,2328,35,0
J West (GIBR),Pakistan,1988-2022,4,4,11,32,14,8.00,0,0,17,125.21,14167,36.53,81,1852,94.25,69.82,39,198,23,1,38.74,583,12.47,6.05,10.33,5/46,4651,11,9
JJ Wright (SWA),South Africa,1988-2023,5,5,18,32,19*,8.00,0,0,6,136.22,1727,27.8,248,1840,53.99,55.67,8,59,3,56,68.69,353,36.28,4.5,26.96,1/33,3549,17,4
Aadil Bhaiyat (SWZ),England,1993-2023,5,5,6,31,21,6.20,0,0,19,74.79,19237,67.43,230,892,79.88,85.99,18,50,49,8,84.29,59,18.24,8.3,34.67,6/47,4276,26,5
Abdul Malik (1) (AFG),Pakistan,2012-2024,3,5,24,31,17,6.20,0,0,5,67.24,14171,42.78,362,55,74.38,91.75,16,228,18,45,65.37,352,15.76,5.65,57.86,1/10,488,33,2
AG Archer (ENG),Bangladesh,1997-2023,1,2,9,31,24*,31.00,0,0,16,93.79,18771,51.47,104,1641,74.45,55.53,22,287,44,47,70.4,320,36.54,9.82,56.12,1/50,2220,23,5
U Bhagwan (CAN),New Zealand,2017-2022,8,4,47,31,20*,15.50,0,0,15,104.46,11011,20.59,266,1730,79.87,81.55,17,246,11,13,73.72,588,13.31,4.0,18.1,5/42,420,47,8
TR Birt (AUS),New Zealand,2011-2021,4,3,17,31,17,10.33,0,0,0,82.35,6425,31.54,143,577,89.06,99.89,15,217,34,88,51.01,135,34.05,5.72,59.32,3/23,278,1,3
J Cama (Fiji),Australia,1991-2023,5,5,20,31,24,6.20,0,0,3,76.9,1452,31.65,130,1895,71.73,95.23,0,223,28,4,33.6,337,42.72,9.77,12.48,7/24,4070,15,3
P Chandran (Mex),India,1983-2022,3,3,9,31,23,10.33,0,0,4,61.21,16383,33.54,424,1423,58.26,68.33,25,206,16,99,60.26,327,33.35,7.24,42.59,3/46,3149,10,7
J Cranston (ENG),England,1999-2024,1,2,25,31,16,15.50,0,0,18,136.28,15665,39.05,255,773,95.78,66.61,18,281,37,94,87.29,155,19.24,5.51,58.03,6/27,3312,35,6
GR Dickinson (NZ),Sri Lanka,1992-2024,3,5,20,31,11,6.20,0,0,2,123.08,11437,53.69,463,1493,56.36,66.94,0,288,33,18,30.68,477,33.7,8.74,31.48,4/47,4807,46,6
JA Flavell (ENG),India,2016-2021,4,6,35,31,14,7.75,0,0,0,147.95,5152,38.87,247,693,97.13,57.02,42,37,21,88,20.08,62,34.89,5.19,33.1,6/23,1008,39,3
RM Harris (NZ),Afghanistan,1992-2021,2,3,12,31,13,10.33,0,0,8,63.48,1114,49.74,177,1670,76.25,60.96,27,285,45,74,78.1,451,49.22,9.49,59.29,5/14,1739,37,9
ZR Jabeneke (TAN),West Indies,1980-2024,7,4,8,31,12*,15.50,0,0,2,128.49,11668,30.01,152,1082,50.58,57.17,35,40,46,6,41.87,255,49.1,9.63,28.07,4/18,2293,39,4
Jakob Gul (BUL),Australia,1992-2022,2,2,15,31,18,15.50,0,0,10,75.88,5957,20.34,240,698,92.26,95.7,38,164,14,0,30.45,548,36.21,9.83,13.07,6/11,116,27,0
S Kollery (BOT),Sri Lanka,1982-2021,2,2,44,31,29,31.00,0,0,11,79.23,7995,60.29,278,688,64.72,64.25,18,227,34,12,20.37,224,36.89,3.63,25.86,4/39,3702,5,0
GC Martin (ZIM),Afghanistan,2002-2023,5,4,16,31,16,7.75,0,0,13,73.33,12756,55.86,152,1437,76.48,86.58,26,18,14,81,28.39,238,29.85,7.72,35.02,7/11,3970,49,3
Mohammad Ghazanfar (HKG),Australia,2007-2024,29,12,49,31,7*,4.42,0,0,16,82.6,18151,55.32,70,383,61.38,78.31,9,85,27,37,60.1,152,25.81,8.81,11.64,5/14,3204,20,7
G Onions (ENG),Australia,2018-2024,13,11,27,31,17*,7.75,0,0,11,72.43,16408,44.88,193,1453,93.87,95.05,39,169,26,31,79.27,174,18.8,5.85,21.18,1/36,4613,20,3
J Pakhiaokajee (THA),Pakistan,2018-2021,6,6,8,31,22*,7.75,0,0,16,141.6,8454,64.96,110,786,68.36,94.68,7,272,9,27,71.66,287,14.43,3.75,26.91,3/25,3444,5,6
WA Peatfield (GUE),West Indies,2001-2023,21,7,41,31,12*,15.50,0,0,8,83.28,17649,62.18,10,732,62.27,86.24,40,282,33,1,52.9,578,34.53,5.53,32.99,7/27,120,35,5
N Puna (NZ),Bangladesh,1992-2021,3,5,0,31,18*,15.50,0,0,19,111.69,4147,66.78,314,541,68.64,52.01,47,189,9,13,22.67,45,44.57,7.42,45.76,7/25,1867,45,5
Saqlain Ali (Belg),England,1994-2021,6,4,36,31,26*,10.33,0,0,0,130.08,5650,43.86,226,1905,59.69,99.54,46,245,16,62,23.6,426,43.2,5.13,20.48,7/18,994,15,8
Shoaib Rafiq (Mex),India,1993-2024,7,5,23,31,12,7.75,0,0,9,131.55,2768,42.73,116,1809,71.4,51.62,22,74,25,4,40.8,445,39.42,7.03,13.34,5/39,2834,29,0
RW Sims (ZIM),Australia,2003-2022,3,2,23,31,24,31.00,0,0,13,86.49,675,26.9,343,1994,94.92,75.96,37,47,30,22,51.71,131,43.4,6.63,23.98,7/39,1106,19,4
GB Studd (ENG),Pakistan,1994-2023,4,7,5,31,9,4.42,0,0,0,134.94,2302,34.45,61,1025,86.28,91.48,11,234,34,15,25.01,323,38.79,8.45,33.65,1/45,2985,14,8
Syed Maisam Ali (PORT),India,2004-2021,10,5,11,31,18*,15.50,0,0,7,148.24,8706,25.1,43,1891,63.72,53.47,5,90,41,87,80.92,589,39.16,6.69,51.88,6/15,2901,6,0
O Thomas (WI),India,1992-2024,46,21,28,31,8*,3.10,0,0,17,63.42,16669,50.05,393,156,67.71,66.15,29,198,35,27,81.51,381,38.09,3.48,31.82,7/17,1263,26,8
A Uniyal (Chile),Afghanistan,1996-2024,5,5,3,31,16*,7.75,0,0,8,107.36,3322,37.32,353,735,99.33,74.68,27,21,1,15,52.96,77,23.01,5.37,22.68,5/20,1753,12,9
M Yachad (SA),India,1984-2024,1,1,15,31,31,31.00,0,0,8,140.1,10666,46.36,26,1135,55.47,58.54,15,250,24,64,21.9,316,31.79,3.68,13.99,6/35,1668,27,7
BE Young (AUS),Sri Lanka,2005-2022,6,3,11,31,18,15.50,0,0,7,112.2,10381,54.79,99,774,81.66,69.69,43,36,3,25,25.66,226,30.41,6.28,21.48,7/13,3004,41,7
Ahsan Yousuf (Aut),West Indies,1998-2023,3,2,37,30,23,15.00,0,0,15,116.9,10987,68.11,467,527,96.46,74.35,40,58,2,67,77.79,5,47.86,5.56,18.21,6/12,525,6,2
RA Austin (WI),New Zealand,2020-2024,3,3,15,30,20,10.00,0,0,0,128.92,16752,66.32,150,282,68.65,84.35,6,70,18,70,74.28,416,30.12,8.7,11.11,5/28,4152,42,5
D Cato (CAY),South Africa,1983-2023,3,3,15,30,20,10.00,0,0,10,128.24,1921,54.08,47,1084,65.43,54.17,46,257,7,5,22.78,539,49.64,8.69,17.81,4/31,3118,23,1
M Cheruparambil (HKG),Bangladesh,1987-2021,2,2,27,30,30,15.00,0,0,14,84.61,11599,25.69,166,1583,52.06,88.96,30,69,31,31,28.87,533,10.13,7.48,13.19,1/26,1715,19,1
Danyal Akbar (HUN),New Zealand,1983-2021,3,3,20,30,17,15.00,0,0,3,62.22,8785,25.21,337,274,59.63,58.36,29,103,36,66,85.83,439,26.29,8.41,56.14,4/18,2039,9,1
W Dlamini (SWZ),England,2016-2022,8,7,16,30,12,4.28,0,0,1,145.95,13970,64.33,283,1234,84.05,68.81,36,273,38,53,64.53,206,13.15,4.12,43.54,3/43,458,15,8
JP Duminy (SA),Pakistan,2000-2022,3,6,41,30,12,5.00,0,0,1,86.75,3758,30.15,256,1191,96.21,80.2,49,175,49,4,27.19,373,43.25,5.62,18.44,2/28,752,48,5
NH Ekanayake (Bhm),South Africa,2020-2022,4,4,12,30,19,10.00,0,0,18,73.15,8980,56.38,57,1333,82.11,64.24,32,196,49,85,63.5,192,40.79,9.75,38.81,3/36,963,30,5
RR Emrit (WI),West Indies,1998-2021,6,5,19,30,13,7.50,0,0,12,122.86,13118,42.67,113,401,68.65,65.48,34,43,7,83,85.42,210,27.65,4.31,38.27,2/37,4147,3,9
E Ernest (SLE),West Indies,2011-2021,10,7,37,30,14,6.00,0,0,18,82.48,4772,25.08,103,400,69.98,56.8,0,114,34,21,26.59,157,48.75,6.44,24.76,2/27,2684,47,8
MC Frederick (WI),India,1993-2021,1,2,30,30,30,15.00,0,0,0,98.55,12855,49.76,476,1344,77.57,62.92,5,110,2,34,70.86,583,35.55,4.31,51.35,3/34,1075,5,0
CG Halse (SA),Pakistan,1985-2022,3,3,3,30,19*,-,0,0,0,114.57,10446,65.19,206,554,86.87,68.06,20,10,16,63,83.97,544,21.62,4.05,44.78,6/36,3456,37,4
Hamed Khan (HKG),India,2020-2024,5,5,3,30,10,7.50,0,0,13,81.73,11512,66.91,195,471,70.9,87.61,31,65,1,63,73.81,439,32.83,3.22,15.39,4/19,644,33,9
HTW Hardinge (ENG),Pakistan,1981-2024,1,2,49,30,25,15.00,0,0,7,139.89,12265,44.42,331,1772,63.77,95.33,32,34,0,91,80.73,570,39.4,5.76,37.6,4/49,1954,19,7
WK Hegg (ENG),Sri Lanka,2017-2021,2,4,39,30,15,7.50,0,0,3,98.12,951,42.12,316,1795,80.72,61.66,44,124,14,53,79.4,401,12.4,5.75,45.68,1/48,4218,45,4
Imran Butt (BHR),England,1988-2024,4,3,24,30,17,10.00,0,0,8,91.24,16098,61.13,359,1274,65.86,84.93,44,230,4,51,81.21,18,37.11,4.23,32.42,5/25,2939,7,3
H Isorena (PHI),India,2001-2021,5,4,18,30,21,7.50,0,0,13,101.93,13639,50.37,36,478,60.89,52.43,24,151,42,75,30.6,40,42.69,5.97,13.2,3/16,1065,34,0
RM Jariwala (USA),New Zealand,1989-2023,4,4,18,30,14,7.50,0,0,19,86.55,673,25.05,278,1647,75.42,72.88,27,121,29,2,50.61,72,32.9,3.66,32.04,5/10,1165,37,1
Jaswinder Singh (MLT),Sri Lanka,1999-2022,6,6,48,30,23*,7.50,0,0,0,128.44,6572,36.13,454,151,50.88,71.81,19,110,13,87,72.24,533,30.87,6.04,51.05,4/23,1001,7,2
MDUS Jayasundera (SL),South Africa,1986-2022,2,4,0,30,26,7.50,0,0,1,88.75,16548,33.14,110,1842,50.33,67.89,35,14,41,57,80.04,146,42.26,5.77,44.27,5/15,4148,29,6
S Murari (CRC),Australia,2015-2021,8,7,20,30,16,5.00,0,0,11,93.71,3152,28.06,263,976,61.7,94.83,24,76,41,23,78.89,78,28.62,3.85,58.43,2/25,2046,30,4
DT Mutendera (ZIM),Pakistan,2003-2022,10,6,11,30,10,7.50,0,0,14,105.77,3533,31.13,389,507,87.31,84.7,20,166,11,78,30.04,454,32.43,5.19,15.17,3/16,3216,45,7
LJ Myott (PHI),Bangladesh,1994-2024,16,7,6,30,13*,10.00,0,0,18,142.07,18616,69.95,25,1835,95.48,90.46,38,28,14,89,43.23,589,23.51,9.32,25.82,1/48,3787,15,1
LJ Nash (AUS),Sri Lanka,1999-2021,2,2,5,30,17,15.00,0,0,19,105.39,2134,45.21,339,1971,69.65,98.18,42,150,33,85,56.56,101,49.17,8.48,33.14,4/10,2511,42,1
Navid Balouch (Iran),Sri Lanka,2012-2022,3,3,19,30,19*,15.00,0,0,14,113.46,8541,68.38,107,639,69.48,70.33,17,90,26,71,42.62,135,17.15,6.06,30.92,7/19,3888,31,2
S Nazir Ali (IND),West Indies,1987-2022,2,4,35,30,13,7.50,0,0,8,92.8,5195,55.14,146,1626,60.55,90.53,48,236,38,40,41.43,164,23.17,6.91,37.99,4/24,4822,22,6
ES Newson (SA),Afghanistan,2018-2023,3,5,1,30,16,7.50,0,0,9,87.45,14218,33.5,247,797,89.89,87.71,21,15,29,11,80.9,435,15.04,6.29,41.42,6/44,956,27,1
CB Ondoa (CAM),Afghanistan,2000-2024,11,9,21,30,10,5.00,0,0,9,140.47,18356,45.01,146,345,58.06,94.2,18,253,0,48,38.33,273,24.5,7.63,31.46,6/22,2439,36,8
Pramod Madushan (SL),England,2006-2023,17,9,16,30,15,4.28,0,0,12,89.73,12966,68.44,189,687,89.72,52.67,38,41,27,10,39.94,61,31.09,5.43,39.98,6/33,3020,17,3
FE Rumsey (ENG),Bangladesh,2009-2023,5,5,15,30,21*,15.00,0,0,13,124.42,19843,20.66,109,807,85.7,72.71,47,297,36,37,58.33,258,41.32,5.57,30.69,6/39,4364,44,6
JW Rutherford (AUS),New Zealand,1981-2023,1,1,13,30,30,30.00,0,0,2,121.2,1563,63.01,477,1410,87.03,78.21,31,13,34,7,83.15,187,23.71,6.91,15.71,7/48,4583,0,1
RA Saggers (AUS),West Indies,1986-2021,6,5,1,30,14,10.00,0,0,1,129.27,18838,46.32,34,1943,74.62,79.95,7,44,34,59,22.42,382,35.47,4.86,15.35,4/42,4892,17,4
M Sherwin (ENG),New Zealand,2010-2023,3,6,49,30,21*,15.00,0,0,3,126.84,17417,34.13,315,949,58.58,71.3,16,75,36,23,65.79,268,36.81,3.89,43.84,4/32,1670,35,6
DBM Smith (AUS),West Indies,1994-2022,2,3,46,30,24*,15.00,0,0,11,75.6,914,29.88,125,1646,63.58,62.82,21,279,14,59,76.31,64,21.19,7.35,30.27,7/50,2243,49,5
JCB Vaughan (CAN),New Zealand,1985-2023,3,3,12,30,29,10.00,0,0,3,130.43,15678,24.36,330,423,58.55,60.65,12,277,23,94,73.38,64,44.22,5.44,22.72,5/36,3272,7,8
RV Viraj (CAM),Afghanistan,1986-2023,4,4,20,30,22,7.50,0,0,13,82.18,8493,20.11,390,1303,75.06,79.98,18,27,34,0,86.61,179,12.18,6.49,15.78,4/19,4624,45,2
MD Wettimuny (SL),New Zealand,2019-2021,3,5,28,30,17,6.00,0,0,7,85.22,16071,58.98,160,148,99.98,58.54,21,147,1,21,61.19,277,49.29,3.02,10.71,1/44,4721,35,8
Yusuf Bhoola (PAN),England,1989-2024,5,5,21,30,18,7.50,0,0,5,92.35,14961,40.79,129,1781,81.61,91.34,41,65,14,47,41.27,116,10.04,4.85,43.75,1/44,4247,35,5
L Zulu (SWA/SWZ),Afghanistan,2018-2022,6,5,37,30,20,6.00,0,0,15,114.74,14045,43.11,487,456,56.47,89.22,32,168,49,27,86.17,595,28.08,8.3,35.57,5/14,4347,11,0
JS Ababu (KENYA),Pakistan,1993-2024,9,5,30,29,17,9.66,0,0,18,74.99,1194,38.02,499,75,79.93,96.04,42,161,0,64,73.15,4,19.93,9.47,43.25,7/21,135,2,0
Amal Jacob (HUN),West Indies,2017-2022,4,4,34,29,18*,14.50,0,0,6,135.62,18183,62.05,463,854,82.0,57.72,37,213,39,60,88.18,449,14.98,8.58,10.8,3/39,2879,32,6
KV Andrew (ENG),South Africa,2004-2021,2,4,34,29,15,9.66,0,0,11,134.07,11466,49.94,482,1962,84.9,55.93,10,134,28,9,30.5,174,19.1,9.89,14.72,4/36,3807,39,1
FE Carava (MOZ),India,1992-2021,12,5,3,29,12,5.80,0,0,14,149.9,4941,35.99,169,1230,94.75,85.43,17,231,32,25,54.68,372,23.64,9.78,11.16,6/22,1384,1,1
PC Charlton (AUS),West Indies,1993-2023,2,4,45,29,11,7.25,0,0,0,65.15,18108,28.67,357,1483,69.11,66.53,24,187,27,26,58.64,243,40.04,9.2,24.99,1/12,2179,27,0
Elias Hasan (EST),Australia,2018-2024,6,4,2,29,11,9.66,0,0,18,122.62,14410,68.78,121,957,82.12,97.95,33,224,34,57,64.83,445,37.73,7.51,51.73,5/12,3682,22,5
Fazil Muhammad (SKOR),India,2020-2023,5,4,27,29,15,9.66,0,0,7,72.87,13891,38.15,383,981,56.26,75.26,44,176,16,30,89.68,333,21.43,5.24,44.61,6/35,4952,48,9
D Ganesh (IND),West Indies,1991-2022,5,8,40,29,8,5.80,0,0,15,92.65,14245,53.94,43,1813,80.13,60.73,18,227,9,61,42.17,80,48.78,6.16,54.74,5/29,4470,2,9
BHG Gorlee (NED),West Indies,2011-2024,3,3,40,29,16,9.66,0,0,2,103.55,13246,68.38,208,1685,95.04,58.02,4,93,37,27,63.35,454,22.93,5.39,27.78,6/14,2788,32,3
Hammad Mirza (OMA),South Africa,1992-2024,2,2,21,29,28,14.50,0,0,8,105.98,1354,62.7,319,632,53.94,95.53,28,68,43,5,57.18,413,45.22,6.5,41.14,3/12,3733,46,3
Hamza Tahir (SCOT),Sri Lanka,1989-2024,48,10,22,29,13,4.14,0,0,0,92.29,2101,49.44,291,1355,82.93,80.8,2,36,44,32,57.36,95,12.92,3.82,50.27,7/47,3725,45,1
Imran Abbas (PAK),Bangladesh,1996-2024,2,2,11,29,28,14.50,0,0,14,98.78,16869,66.67,346,166,54.78,60.11,35,234,27,72,64.67,369,35.82,8.58,38.29,4/19,2258,15,2
DI Joyce (IRE),Australia,1986-2021,3,3,43,29,18,9.66,0,0,8,81.91,7758,35.88,190,1576,96.14,92.21,12,74,30,12,46.84,366,49.88,3.06,20.92,7/21,1221,7,8
JH Kiani (PHI),West Indies,1996-2021,5,4,27,29,13,9.66,0,0,1,95.15,18607,30.77,113,1849,92.33,98.93,3,224,1,51,41.16,497,43.19,4.23,13.31,3/17,568,11,4
Mahidul Islam Ankon (BAN),India,1994-2023,1,2,19,29,29,14.50,0,0,11,61.47,8077,67.48,420,1516,70.06,51.11,17,278,5,57,86.55,343,49.91,8.36,33.86,5/20,3425,30,6
MJ Mason (NZ),Afghanistan,2011-2022,30,10,47,29,13*,4.83,0,0,5,128.78,11432,69.69,297,611,60.97,69.85,9,245,34,60,87.47,13,12.9,5.61,11.82,1/45,4688,41,2
Nazmul Islam (BAN),South Africa,2018-2022,19,7,2,29,7,7.25,0,0,3,130.89,11357,60.03,154,668,88.3,61.19,40,155,17,47,59.12,138,29.06,8.55,25.71,3/16,917,18,2
A Neill (SCOT),West Indies,2013-2023,14,6,30,29,14*,14.50,0,0,14,97.02,4707,50.3,209,1188,71.46,61.47,1,266,40,30,67.0,244,21.13,8.89,16.51,7/19,3238,12,2
ARM Opatha (SL),India,1998-2024,5,3,14,29,18,9.66,0,0,15,119.45,10331,55.77,217,1086,60.37,69.39,10,195,27,66,43.47,461,31.4,8.61,44.44,7/26,4876,9,6
PE Palia (IND),New Zealand,1998-2024,2,4,8,29,16,9.66,0,0,14,72.91,2104,27.16,11,632,82.2,58.41,49,282,18,22,33.16,34,45.54,8.82,37.55,5/23,487,39,8
JH Parks (ENG),New Zealand,2004-2021,1,2,0,29,22,14.50,0,0,0,139.08,2530,51.55,417,190,60.31,89.06,1,154,38,10,57.76,424,19.9,5.66,45.57,2/45,2494,29,7
V Pulibanti (CRT),Australia,2010-2022,7,7,38,29,10,5.80,0,0,0,129.78,13701,39.97,498,102,90.69,50.85,26,290,4,66,61.67,70,25.02,7.25,21.41,4/35,4006,11,8
V Razdan (IND),West Indies,2012-2022,5,5,16,29,18,9.66,0,0,9,76.78,6103,23.12,55,76,69.71,76.21,32,261,27,29,75.72,94,27.35,6.6,40.84,5/27,4764,16,1
D Robson (EST),Sri Lanka,1997-2021,13,5,35,29,19*,7.25,0,0,7,90.83,13856,31.9,186,423,76.59,95.26,17,200,24,58,86.63,179,18.98,9.67,38.04,4/40,4522,36,0
J Salazar (Peru),West Indies,2013-2022,2,2,33,29,20*,29.00,0,0,15,66.37,16595,65.82,383,1275,59.7,80.08,43,190,13,43,85.88,579,49.1,3.74,14.86,2/31,3077,26,1
MM Siddique (JPN),Afghanistan,1983-2021,3,2,7,29,28,14.50,0,0,11,121.76,5759,33.01,485,1821,52.68,61.51,26,216,48,49,29.46,298,34.2,6.38,32.16,5/36,1833,39,9
IR Siddiqui (IND),Bangladesh,2019-2021,1,2,15,29,24,29.00,0,0,17,141.87,10938,33.76,499,389,87.58,76.59,23,100,34,72,67.77,486,38.96,7.39,13.69,6/34,2881,43,6
M Simmons (BER),Afghanistan,1994-2022,6,4,9,29,18*,9.66,0,0,4,99.87,18212,59.24,424,901,88.84,60.66,38,99,38,83,26.25,541,30.78,4.81,18.32,6/44,3196,31,2
PB Truscott (NZ),Australia,1990-2024,1,2,45,29,26,14.50,0,0,0,104.63,8418,22.38,153,339,80.35,91.06,44,176,25,94,74.35,487,31.16,4.27,32.77,4/16,2883,36,1
VM Vaghela (USA),England,1981-2024,2,1,40,29,29,29.00,0,0,13,66.9,13592,34.51,98,904,97.33,73.22,22,294,33,15,42.46,515,19.59,7.03,24.71,7/44,4402,23,9
SL Watkin (ENG),Bangladesh,1989-2024,7,7,10,29,13,4.14,0,0,13,131.3,15833,64.23,211,103,97.22,81.01,49,104,22,2,68.01,164,23.06,9.63,17.45,6/35,370,43,2
Zahid Mahmood (PAK),India,2019-2021,9,9,21,29,17,4.83,0,0,1,147.16,3628,27.19,354,769,58.7,97.98,27,144,5,58,25.8,66,41.73,8.62,51.14,2/37,568,9,4
Adeel Raja (NED),Bangladesh,2009-2022,21,12,9,28,8*,2.80,0,0,12,65.86,1403,59.34,449,1282,62.61,68.92,20,154,24,36,36.83,75,26.9,4.67,21.47,5/45,1871,42,3
Amir Sharif (ITA),South Africa,2005-2022,3,3,21,28,22*,14.00,0,0,7,99.8,11766,58.79,248,1938,62.84,94.65,0,153,12,98,60.97,553,12.41,9.44,31.72,1/42,3419,8,3
Amjad Khan (UAE),Pakistan,2000-2021,4,3,42,28,24,9.33,0,0,1,149.56,9845,49.01,63,1230,94.27,83.56,23,276,26,98,39.98,535,21.27,4.38,46.22,6/47,2522,15,9
MO Bacarese (GIBR),India,1993-2022,4,3,24,28,13,9.33,0,0,18,105.68,14602,39.97,38,1161,64.67,62.75,1,107,3,66,20.23,283,18.64,6.97,56.99,3/22,1124,44,7
F Barratt (ENG),West Indies,1985-2021,5,4,6,28,17,9.33,0,0,2,88.5,3262,69.72,51,1208,74.37,63.86,22,29,36,5,86.29,16,41.73,7.98,19.92,6/16,1572,38,7
JW Batinibulu (Fiji),England,1981-2024,6,5,49,28,11,7.00,0,0,19,129.88,15178,35.17,140,1731,57.94,64.88,30,237,20,4,22.09,4,21.07,6.77,19.22,2/32,3212,31,3
JP Behrendorff (AUS),England,1987-2021,29,8,12,28,11*,7.00,0,0,18,116.09,5880,30.51,16,965,99.98,75.98,19,296,10,75,28.92,330,42.64,7.27,24.05,7/10,2416,38,9
RA Bhatti (CAN),South Africa,1985-2024,5,5,6,28,11*,9.33,0,0,4,134.55,19220,67.2,82,434,93.3,98.46,32,287,34,39,83.17,154,42.83,8.27,47.75,3/48,228,16,6
WE Bowes (ENG),West Indies,1999-2021,15,11,20,28,10*,4.66,0,0,6,97.95,6410,38.39,229,1223,83.0,61.34,9,11,2,92,32.16,549,26.98,7.9,59.16,6/17,216,2,4
Z Burgess (BER),India,1991-2022,13,4,18,28,19*,9.33,0,0,15,106.29,13662,43.59,353,520,91.31,64.75,26,200,15,41,50.99,201,11.81,3.66,43.92,5/38,1054,47,4
R Drake (JPN),Australia,2003-2022,14,8,47,28,11*,28.00,0,0,4,122.62,2576,46.22,257,1668,79.5,91.15,33,272,40,17,55.3,273,17.92,8.81,37.25,1/17,1378,32,9
CAR Duckworth (SA),Australia,2016-2024,2,4,2,28,13,7.00,0,0,4,90.46,18276,32.72,303,649,51.25,78.09,19,167,22,92,20.44,185,33.27,6.04,49.71,1/27,1180,46,8
