player_name,country,years_active,matches,innings,not_outs,runs,high_score,batting_average,hundreds,fifties,ducks,batting_strike_rate,balls_faced,boundary_%,sixes_hit,fours_hit,consistency_score,player_impact_score,man_of_the_match_awards,catches_taken,stumpings,run_outs,matches_won_contribution_(%),bowling_wickets,bowling_average,bowling_economy_rate,bowling_strike_rate,best_bowling_figures,overs_bowled,five-wicket_hauls,ten-wicket_hauls,strike_rate
S Grover (CZK-R),South Africa,1998-2024,9,8,23,91,47,18.20,0,0,12,108.25,16650,22.59,483,916,91.27,62.3,32,242,7,29,70.44,205,14.13,4.56,20.03,1/13,3707,32,5,1011.1111111111111
JV Harris (CAN),West Indies,2017-2021,6,6,14,91,31,15.16,0,0,15,74.13,19532,47.61,410,269,98.31,87.07,2,32,8,12,78.82,225,48.76,7.32,23.92,7/39,4015,3,2,1516.6666666666665
J Nyumbu (ZIM),New Zealand,2016-2024,24,22,36,91,18,6.06,0,0,12,60.06,17494,44.83,137,450,81.37,65.82,35,180,19,94,27.67,490,28.16,8.42,43.11,4/11,1904,11,5,379.16666666666663
R Pilling (ENG),Pakistan,2008-2022,8,13,32,91,23,7.58,0,0,3,113.86,1895,47.61,194,1367,81.52,51.42,10,138,0,62,60.27,330,32.6,5.45,25.65,4/32,3758,35,0,1137.5
AK Roy (IND),Afghanistan,1993-2022,4,7,17,91,48,13.00,0,0,10,74.41,10198,23.23,315,920,83.54,97.13,39,27,32,19,59.1,170,18.3,9.11,49.98,4/27,4443,16,0,2275.0
CP Schofield (ENG),Pakistan,1990-2023,6,7,35,91,57,22.75,0,1,13,142.81,16188,51.85,19,1618,93.21,87.91,28,86,28,99,66.89,484,40.53,6.46,51.14,2/17,2707,16,0,1516.6666666666665
M Shahbaz Butt (NOR),Pakistan,2017-2023,10,7,47,91,45*,15.16,0,0,1,93.31,17038,21.91,372,545,59.73,79.85,33,81,49,68,63.69,436,32.93,9.86,51.64,2/16,4891,14,5,910.0
J Theron (SA/USA),Sri Lanka,2003-2024,36,19,12,91,31*,9.10,0,0,13,95.45,1617,56.04,254,674,69.11,67.52,40,44,43,50,50.08,436,36.82,3.95,30.18,2/42,2600,47,3,252.77777777777777
DJ Turkich (CRT),New Zealand,1988-2022,9,9,45,91,29,10.11,0,0,4,108.39,12603,42.32,248,1464,88.31,81.03,40,191,46,95,85.13,127,29.84,8.89,42.95,6/50,1809,43,7,1011.1111111111111
Vinay Ravi (NOR),Sri Lanka,2006-2024,23,15,34,91,16,13.00,0,0,6,73.94,6888,41.05,425,1218,71.11,52.2,46,167,30,3,66.56,296,34.08,6.54,21.56,1/50,4135,6,6,395.65217391304344
B Yadav (NEP),New Zealand,1985-2022,19,11,33,91,39,10.11,0,0,14,132.27,12711,40.2,48,864,56.56,55.07,17,66,47,62,85.29,330,22.68,5.13,50.43,5/39,438,17,3,478.94736842105266
Abdullah Akbarjan (Aut),Afghanistan,1980-2024,35,18,29,90,29,6.42,0,0,10,148.61,15476,54.76,101,1254,92.0,78.43,19,206,11,1,73.56,112,39.56,6.39,30.27,7/27,1887,46,2,257.14285714285717
Arshdeep Singh (IND),South Africa,2001-2022,64,22,35,90,18,9.00,0,0,5,99.62,14427,67.71,249,1707,52.8,95.14,39,287,14,87,72.89,270,13.63,9.59,35.12,7/33,205,6,4,140.625
RJ Campbell (AUS/HKG),South Africa,1991-2021,5,5,22,90,38,18.00,0,0,11,146.63,6129,47.27,54,606,93.68,55.29,13,228,6,86,53.06,409,40.66,9.49,16.34,1/50,1698,5,6,1800.0
T Campbell (SA),Australia,2013-2023,5,9,44,90,48,15.00,0,0,10,129.81,17036,64.22,225,1978,56.66,81.15,46,140,44,23,24.42,591,33.99,6.15,18.5,5/24,3871,25,2,1800.0
J Cowie (NZ),England,2006-2021,9,13,45,90,45,10.00,0,0,8,70.83,1005,48.48,448,605,68.12,84.02,13,216,27,49,86.01,316,31.0,9.71,49.73,6/40,3507,4,1,1000.0
A Davidson Soler (ESP),India,1999-2024,9,5,42,90,51,18.00,0,1,3,79.53,6633,52.99,21,257,87.34,86.98,44,182,31,30,62.73,349,20.36,6.68,18.42,3/48,1699,40,9,1000.0
Ibrahim Nashath (MDV),Pakistan,1997-2024,22,17,0,90,20*,7.50,0,0,9,147.86,16025,42.04,388,930,51.1,69.59,2,68,37,13,74.29,85,23.91,5.54,42.2,5/12,232,5,6,409.09090909090907
JA Maclean (AUS),South Africa,1996-2023,6,9,16,90,33*,11.25,0,0,17,132.32,17605,46.83,104,1361,79.94,95.92,14,111,17,6,62.32,567,19.73,3.12,14.63,1/25,4808,29,1,1500.0
Muhammad Moiz (ROM),England,2012-2023,8,8,11,90,25,11.25,0,0,18,145.38,6779,26.22,323,1544,81.72,80.71,18,186,1,88,83.14,18,37.81,5.05,21.86,2/46,2133,40,0,1125.0
GB Murgatroyd (NAM),Sri Lanka,2017-2021,6,6,44,90,52,15.00,0,1,8,137.38,10959,34.18,330,889,76.92,95.59,18,85,42,13,75.42,158,48.02,9.81,29.51,4/18,950,5,5,1500.0
K Nitish Kumar Reddy (IND),Australia,1999-2021,3,3,7,90,74,45.00,0,1,5,87.06,6820,22.31,390,1042,96.87,85.21,14,62,45,87,62.44,268,18.62,4.25,59.03,4/44,3856,29,9,3000.0
SH Obed (VAN),Sri Lanka,2007-2021,26,17,17,90,21*,9.00,0,0,16,62.95,11973,25.89,454,969,85.21,77.78,40,283,2,17,43.6,403,42.24,8.05,12.83,6/37,1216,43,0,346.1538461538462
Qais Ahmad (AFG),Pakistan,2006-2022,16,11,32,90,21,9.00,0,0,16,80.29,10051,28.96,103,1570,85.53,95.27,18,177,43,72,47.66,547,22.25,8.6,25.59,3/21,3554,44,0,562.5
NA Quinn (SA),West Indies,1990-2024,12,18,7,90,28,6.00,0,0,7,63.35,19534,23.0,296,877,92.23,75.54,5,158,27,47,87.44,225,27.18,7.11,56.48,5/39,3171,30,5,750.0
Sarandeep Singh (IND),New Zealand,1985-2021,8,6,3,90,39*,22.50,0,0,10,83.99,7231,59.98,204,296,88.25,75.52,11,57,31,78,51.73,512,42.5,8.09,57.26,4/18,1659,8,2,1125.0
Shoaib Ahmed (CYP),South Africa,1981-2024,5,5,20,90,30,18.00,0,0,4,73.44,13189,36.23,313,1399,93.8,78.61,22,270,33,99,60.36,107,44.02,4.35,17.6,4/11,3524,0,6,1800.0
NL Smith (ITA),South Africa,2000-2023,6,6,24,90,26,22.50,0,0,11,118.65,1261,51.58,103,165,76.74,88.11,10,221,7,73,68.37,366,47.81,5.12,10.71,3/25,2574,4,4,1500.0
Aamer Hanif (PAK),England,2019-2021,5,4,7,89,36*,44.50,0,0,13,92.26,6052,24.67,179,109,74.72,76.72,11,135,39,69,65.55,11,33.98,4.31,27.71,7/23,4352,16,9,1780.0
Abdul Shakoor (UAE),New Zealand,2016-2024,9,7,9,89,24,17.80,0,0,9,83.49,8351,36.49,326,666,89.1,58.96,39,231,42,98,81.5,158,17.99,6.35,16.59,5/20,1593,13,0,988.8888888888889
MK Anafie (GHA),Australia,2016-2022,10,8,18,89,41*,14.83,0,0,19,62.43,18481,47.65,80,277,60.07,56.01,11,135,8,90,60.08,406,18.26,7.25,51.12,7/12,4027,3,2,890.0
J Baleicikoibia (Fiji),England,1990-2022,6,6,7,89,31,14.83,0,0,2,139.66,9964,46.27,205,1518,96.13,99.58,38,239,20,48,89.94,598,25.15,9.08,10.73,3/45,3081,32,0,1483.3333333333335
OO Bascome (BER),England,2007-2023,9,9,10,89,20,9.88,0,0,1,65.22,2402,32.81,459,1550,75.91,95.08,16,201,1,49,61.66,89,11.65,9.43,53.02,3/16,1049,7,7,988.8888888888889
GR Hazlitt (AUS),West Indies,2018-2021,9,12,49,89,34*,11.12,0,0,6,77.2,5428,23.05,200,1499,93.19,80.02,7,38,22,16,23.02,531,23.24,9.73,52.94,7/27,2601,21,4,988.8888888888889
AE Isesele (NGA),Bangladesh,2006-2021,13,12,12,89,44,11.12,0,0,15,63.24,15781,52.03,185,385,94.47,87.38,5,159,37,42,78.32,365,49.05,6.32,28.95,4/19,3513,10,9,684.6153846153845
M Jenkinson (FIN),South Africa,2015-2023,5,5,4,89,34,17.80,0,0,8,82.98,11784,50.74,272,884,58.35,56.41,37,234,1,6,85.56,293,28.45,3.77,36.31,7/41,1771,32,1,1780.0
G Kishenchand (IND),New Zealand,2014-2021,5,10,7,89,44,8.90,0,0,18,85.0,15778,55.61,369,1317,94.54,79.46,20,184,35,76,83.94,133,24.82,4.75,48.63,6/22,3881,39,4,1780.0
Paing Danu (MYAN),Afghanistan,1995-2024,13,13,12,89,19,6.84,0,0,3,147.85,4143,54.4,359,128,62.98,59.05,0,120,28,5,52.57,172,22.89,8.12,26.28,4/22,4560,16,7,684.6153846153845
NM Parker (NZ),England,1984-2021,4,7,40,89,40,12.71,0,0,2,103.89,12678,65.74,450,863,62.33,90.77,39,170,0,2,87.35,256,40.77,9.6,50.7,2/34,3292,10,7,2225.0
TK Patel (USA),Sri Lanka,2008-2021,14,10,25,89,50*,22.25,0,1,11,124.65,18215,35.91,393,1537,92.84,58.42,2,261,11,3,76.37,198,48.08,8.16,42.5,5/16,3848,20,3,635.7142857142857
N Senamontree (THA),Pakistan,1993-2023,29,17,35,89,15,8.90,0,0,15,97.72,6472,69.75,449,879,62.09,74.09,25,231,26,20,82.65,425,12.66,9.57,13.28,2/23,459,40,2,306.89655172413796
R Strydom (IRE),Afghanistan,2000-2022,13,8,17,89,37,12.71,0,0,6,131.51,6114,63.45,414,124,89.92,82.57,43,95,31,93,48.05,557,48.28,4.66,40.34,7/45,1308,3,4,684.6153846153845
Thuya Aung (MYAN),India,2014-2022,13,13,37,89,15,7.41,0,0,12,103.33,19172,59.16,422,1116,56.07,78.21,0,158,30,41,68.17,403,10.2,9.63,34.42,5/42,330,43,6,684.6153846153845
JM Vujnovich (CRT),West Indies,2001-2022,9,9,28,89,25,11.12,0,0,18,138.02,1709,42.46,315,1615,58.67,81.92,7,87,29,85,75.49,531,47.87,8.08,54.92,1/17,193,23,9,988.8888888888889
N Ahir (PAN),Afghanistan,2010-2022,11,8,5,88,23,17.60,0,0,18,135.04,2150,58.46,141,930,84.98,95.04,23,216,39,2,69.52,233,27.53,5.85,37.06,1/31,734,21,9,800.0
Azam Khan (PAK),South Africa,2006-2021,14,13,33,88,30*,8.80,0,0,15,131.27,1588,62.72,239,786,78.81,75.38,41,88,45,52,60.92,39,32.89,6.01,26.98,5/38,3858,11,9,628.5714285714286
RR Bastiansz (MLT),Bangladesh,2014-2021,5,5,21,88,46,17.60,0,0,15,66.9,1124,31.56,261,1712,60.02,73.15,11,136,29,79,34.5,335,43.31,6.53,34.32,2/46,1064,19,7,1760.0000000000002
VB Chandrasekhar (IND),Sri Lanka,1999-2022,7,7,15,88,53,12.57,0,1,6,108.47,6850,52.92,99,1516,51.2,81.98,2,74,18,82,26.87,201,24.75,8.68,22.41,1/34,786,3,2,1257.142857142857
I Elec (TKY),New Zealand,2011-2024,12,11,5,88,52,8.00,0,1,11,146.05,9220,33.14,33,451,94.88,56.48,1,93,32,12,72.59,105,25.47,6.62,46.07,4/17,2578,12,5,733.3333333333333
D Foxcroft (NZ),Sri Lanka,1983-2023,6,5,49,88,34,17.60,0,0,19,135.64,12476,23.43,237,624,80.67,65.55,44,213,16,63,56.75,88,35.23,7.43,55.76,1/30,1418,27,4,1466.6666666666665
L Hermida (Mex),India,2020-2023,9,9,30,88,37,14.66,0,0,12,82.31,16891,28.72,404,431,51.3,90.35,26,284,40,76,54.18,330,32.12,3.89,36.99,6/41,1461,9,5,977.7777777777778
C Jonker (SA),South Africa,1997-2023,4,4,8,88,49,22.00,0,0,9,129.65,16026,22.2,336,1211,82.6,77.97,37,240,17,61,60.13,312,42.38,5.2,59.14,7/16,2837,20,7,2200.0
Kuldeep Lal (ESP),South Africa,2011-2023,11,5,25,88,38,22.00,0,0,11,115.1,14934,22.06,146,1302,51.2,89.52,4,148,18,65,42.01,20,47.8,7.39,30.39,7/26,4629,28,4,800.0
TR McKibbin (AUS),New Zealand,1991-2024,5,8,31,88,28*,14.66,0,0,8,110.39,2316,49.35,246,1801,87.81,54.26,7,142,40,83,48.96,264,49.27,9.9,47.73,7/30,4728,23,7,1760.0000000000002
Md Shafiqul Haque (THA),Afghanistan,1995-2023,4,4,28,88,38,22.00,0,0,11,129.86,7052,46.82,173,1763,53.16,97.2,0,129,10,9,28.23,569,31.28,9.35,27.68,4/21,1059,15,9,2200.0
GA Rogers (SCOT),India,1981-2024,15,10,45,88,26,17.60,0,0,12,67.03,9590,41.95,191,463,70.82,71.84,24,204,33,92,81.01,419,42.4,9.81,13.25,1/45,3884,31,3,586.6666666666666
Zishan Shah (DEN),South Africa,2018-2023,6,5,4,88,50,22.00,0,1,3,82.85,19811,27.39,180,437,84.87,86.49,47,62,2,27,25.8,593,38.53,3.01,11.11,5/36,3132,3,8,1466.6666666666665
Ali Yalmaz (HUN),West Indies,1998-2021,14,13,20,87,19,7.25,0,0,19,144.15,11382,41.55,26,78,97.78,59.62,41,153,48,12,31.33,524,16.73,4.86,42.97,7/11,3765,14,4,621.4285714285714
Anasim Khan (BHR),West Indies,2008-2024,12,9,21,87,23*,12.42,0,0,12,101.28,11966,22.68,478,555,87.27,89.66,3,243,45,79,82.18,417,20.24,8.95,47.79,4/32,4992,48,6,725.0
ST Callaway (AUS),England,2016-2022,3,6,24,87,41,17.40,0,0,6,130.34,6183,49.44,111,230,62.13,62.37,41,62,9,48,35.43,179,22.84,9.27,56.61,7/25,779,41,1,2900.0
F Campbell (GMB),New Zealand,1986-2023,10,10,43,87,23,8.70,0,0,2,126.4,19416,62.1,243,595,97.19,91.29,0,195,9,82,63.06,299,30.35,6.95,54.04,5/13,1964,4,4,869.9999999999999
B Kohler-Cadmore (GER),South Africa,2014-2021,4,4,24,87,38,21.75,0,0,2,60.86,4787,63.54,10,1663,84.56,95.37,43,287,37,72,24.39,8,43.68,3.12,36.26,4/31,4799,31,3,2175.0
Mandeep Singh (IND),West Indies,2012-2023,3,3,22,87,52*,43.50,0,1,9,144.43,3159,59.53,497,866,82.42,89.73,2,60,22,68,53.66,234,14.22,3.59,41.59,2/17,3006,1,2,2900.0
CG Rackemann (AUS),England,2003-2021,64,32,38,87,15*,3.95,0,0,18,116.02,7122,41.89,376,83,77.86,53.45,16,33,3,56,45.52,260,48.92,8.95,48.73,1/32,216,18,0,135.9375
A Shahi (CYP),South Africa,2009-2022,9,8,3,87,42*,12.42,0,0,12,101.73,7784,61.41,160,755,92.98,60.69,0,251,28,9,69.68,332,40.31,4.76,27.46,3/10,2008,11,6,966.6666666666666
ET Smith (ENG),Australia,1998-2023,3,5,37,87,64,17.40,0,1,19,73.24,1062,45.0,35,1252,50.61,63.49,11,222,21,2,49.22,481,11.99,9.0,48.44,4/37,3571,13,0,2900.0
AB Tancred (SA),South Africa,2009-2022,2,4,6,87,29,29.00,0,0,6,116.15,12368,65.02,498,693,89.51,57.71,0,172,12,40,56.69,287,28.52,5.96,53.05,5/30,4405,24,2,4350.0
C Viljoen (NAM),Australia,2015-2021,14,9,30,87,33,17.40,0,0,15,140.12,11098,50.41,188,189,92.32,59.34,34,202,45,51,89.69,316,36.5,5.76,43.91,5/46,1016,15,6,621.4285714285714
JA Burrows (IOM),Afghanistan,2002-2021,24,16,20,86,28,6.61,0,0,17,107.11,18033,49.6,61,1197,53.74,93.99,30,260,1,11,61.56,481,42.92,6.42,37.89,4/33,1643,15,5,358.33333333333337
AR Gandhi (KENYA),New Zealand,1989-2023,3,3,13,86,50,43.00,0,1,8,102.08,16278,54.0,80,1914,76.98,54.16,38,156,33,87,26.28,441,12.22,7.68,35.06,3/24,4682,48,2,2866.666666666667
J Ghadiyali (SWA),Pakistan,1986-2022,6,6,39,86,27*,17.20,0,0,6,117.55,1356,37.17,358,308,62.14,51.82,12,182,38,37,31.75,59,42.6,4.51,50.75,4/12,4040,36,2,1433.3333333333335
EG Hayes (ENG),South Africa,1984-2024,5,9,29,86,35,10.75,0,0,15,114.34,14802,54.66,280,438,80.02,82.06,17,157,15,13,40.15,548,49.43,4.82,54.79,7/44,1585,8,1,1720.0
ND Howard (ENG),Afghanistan,1991-2022,4,6,8,86,23,17.20,0,0,19,80.74,17817,54.5,349,192,92.11,61.79,43,131,37,20,29.38,427,16.32,8.29,10.42,2/10,3908,14,2,2150.0
J Jarvis (SCOT),India,1995-2022,14,10,21,86,26,8.60,0,0,2,83.12,4976,57.69,395,1304,74.58,83.18,44,220,12,31,76.06,439,36.26,9.14,39.01,3/18,726,41,0,614.2857142857143
Jun Hyunwoo (SKOR),Sri Lanka,2009-2024,10,10,19,86,26,8.60,0,0,19,135.73,18328,25.02,425,357,97.66,69.81,45,259,25,89,86.15,514,26.57,7.63,34.42,1/20,4300,9,8,860.0
Lokesh Bam (NEP),Australia,2014-2023,11,8,29,86,33,12.28,0,0,1,94.52,5172,36.6,403,1107,96.1,68.5,37,121,26,74,29.33,196,17.49,5.3,31.13,4/19,3346,22,8,781.8181818181819
Mahbubul Alam (BAN),Afghanistan,1989-2024,9,9,7,86,59,14.33,0,1,11,142.71,9432,62.82,489,1020,54.28,98.79,11,237,30,24,70.1,456,30.85,3.78,22.55,5/29,1059,11,2,955.5555555555555
Mansoor Malangzai (Belg),Sri Lanka,1991-2024,4,4,28,86,33,21.50,0,0,10,97.86,6303,54.79,194,1797,77.02,58.92,4,72,23,96,51.17,311,31.04,9.43,44.3,3/44,3913,34,1,2150.0
JDA O'Connor (AUS),Australia,1998-2022,4,8,37,86,20,12.28,0,0,6,83.14,15073,60.83,48,515,86.8,66.93,10,58,0,16,40.21,214,40.01,6.65,45.29,1/19,4927,42,9,2150.0
Usman Khalid (KSA),England,1999-2021,16,12,42,86,18,10.75,0,0,15,140.88,16028,21.92,358,192,92.72,86.26,3,284,31,92,68.35,65,27.06,6.23,25.5,5/11,3424,10,8,537.5
Zafar Gohar (PAK),South Africa,1990-2023,2,3,29,86,37,28.66,0,0,13,91.39,13436,52.22,385,619,95.04,91.87,32,131,22,26,89.91,361,22.74,6.81,32.28,1/33,129,18,7,4300.0
N Zimonjic (SRB),India,2006-2024,20,15,9,86,19,6.61,0,0,13,103.95,4066,54.33,437,1953,90.86,98.77,38,243,22,79,49.5,556,18.57,4.2,57.51,3/41,2720,31,0,430.0
M Zondeki (Afr/SA),Bangladesh,2007-2022,20,9,15,86,59,12.28,0,1,15,146.24,2812,40.06,463,1293,50.19,89.09,33,252,29,91,77.46,496,16.04,8.07,29.08,3/34,3789,8,6,430.0
JR Gunn (ENG),Sri Lanka,1991-2023,6,10,15,85,24,10.62,0,0,14,137.74,19745,45.53,98,1895,87.26,98.63,47,173,21,66,64.76,385,48.9,8.47,25.95,1/42,2393,0,7,1416.6666666666665
PJC Hoffmann (SCOT),Sri Lanka,1983-2024,18,14,44,85,31,7.72,0,0,12,114.96,16573,33.45,157,1463,65.74,82.03,32,163,4,92,53.81,502,35.38,4.52,53.75,4/31,2458,40,6,472.22222222222223
KAD Hurdle (BER),Afghanistan,2009-2024,19,13,37,85,22,10.62,0,0,13,138.53,8982,65.46,473,848,91.64,78.48,35,61,31,6,37.24,162,18.2,4.42,22.4,4/45,1466,41,7,447.3684210526316
S Jamil (Belg),New Zealand,1985-2021,12,11,34,85,24,10.62,0,0,0,78.7,18609,67.25,213,1144,86.65,58.9,49,146,44,98,27.73,236,11.4,3.68,17.55,2/35,4142,12,5,708.3333333333333
Mohammad Farooq (PAK),Australia,1980-2021,7,9,25,85,47,17.00,0,0,8,72.08,14459,68.33,36,1850,94.41,95.69,41,37,18,92,53.6,65,17.92,8.22,13.82,5/45,4633,11,4,1214.2857142857142
SR Mohan (SEY),England,2020-2022,15,11,35,85,20,10.62,0,0,7,83.06,9093,33.92,349,679,50.64,83.86,11,226,22,8,70.47,545,22.91,7.27,57.41,4/29,1509,43,3,566.6666666666667
RM Patidar (IND),England,1984-2021,4,7,21,85,32,12.14,0,0,2,68.5,16369,52.52,52,634,52.69,71.49,43,111,29,11,21.21,459,25.82,4.22,54.12,2/11,1966,21,1,2125.0
MV Pavlovic (SRB),Australia,2008-2022,16,11,39,85,26,7.72,0,0,14,109.34,8028,52.48,467,1634,74.44,91.97,19,189,15,62,85.43,32,39.66,8.75,52.33,4/16,2193,31,5,531.25
SG Shinde (IND),Australia,2010-2023,7,11,43,85,14,14.16,0,0,12,70.49,2306,39.87,432,1728,61.52,65.9,3,89,34,7,44.43,462,46.87,9.64,34.14,4/35,4907,18,4,1214.2857142857142
D Taylor (SA),Pakistan,1988-2021,2,4,19,85,36,21.25,0,0,4,62.68,11764,57.16,350,60,73.03,60.43,26,282,29,45,29.86,553,29.3,6.73,11.47,6/13,2643,27,5,4250.0
TD Chaoana (LES),West Indies,2006-2021,22,16,9,84,26,7.63,0,0,18,67.32,8058,20.02,139,435,69.25,93.45,28,228,20,75,26.9,377,29.3,6.19,19.76,1/14,4496,31,5,381.8181818181818
DJ Colley (AUS),Bangladesh,1992-2024,4,4,4,84,54,21.00,0,1,0,118.95,9434,37.47,271,1844,87.56,58.9,27,242,49,1,26.53,457,45.03,7.51,54.92,7/41,264,41,0,2100.0
AC Dale (AUS),Afghanistan,1996-2021,32,15,26,84,15*,12.00,0,0,11,101.64,4149,60.83,172,170,72.28,69.04,18,108,6,6,38.58,289,20.95,9.89,10.66,5/30,3289,8,2,262.5
SF Dukanwala (UAE),Afghanistan,2002-2023,5,4,0,84,40*,42.00,0,0,4,85.76,17133,66.45,464,1747,54.4,59.65,44,249,28,72,32.91,366,23.88,6.03,52.11,3/17,2532,26,1,1680.0
G Fatouros (GRC),India,2017-2024,4,4,31,84,50,21.00,0,1,1,138.36,2227,33.0,144,530,52.3,94.03,24,58,34,64,35.9,226,39.7,9.65,33.32,2/46,529,7,0,2100.0
RR Jumadeen (WI),Sri Lanka,2013-2021,12,14,9,84,56,21.00,0,1,14,115.22,14599,24.63,53,1019,93.19,54.64,28,48,3,82,76.51,301,28.91,9.41,35.07,1/21,4719,29,0,700.0
N Khosla (MLT),India,2018-2024,4,4,7,84,27,21.00,0,0,1,129.56,4903,23.55,446,935,70.38,76.76,23,153,33,22,63.4,365,45.58,6.51,28.82,1/27,3109,46,4,2100.0
JJ Krejza (AUS),Sri Lanka,2005-2022,10,6,42,84,32,21.00,0,0,15,73.33,1968,43.82,183,761,54.19,87.13,5,213,1,88,55.66,75,18.87,6.86,26.38,4/12,4514,11,5,840.0
GI Maiden (SCOT),Pakistan,1981-2022,10,7,40,84,31,16.80,0,0,5,94.97,4050,21.56,389,895,98.76,59.0,35,207,25,8,68.47,124,23.36,3.51,57.18,7/39,2683,15,1,840.0
Yuvraj of Patiala (IND),New Zealand,2014-2023,1,2,29,84,60,42.00,0,1,1,126.95,1381,34.27,449,1902,76.87,91.19,32,69,29,96,56.67,157,41.38,8.77,52.92,3/17,4452,49,4,8400.0
MW Rushmere (SA),South Africa,2013-2024,5,6,6,84,35,14.00,0,0,7,113.67,5292,21.01,286,818,65.23,78.3,46,29,33,76,36.85,367,29.41,5.17,24.77,2/10,452,23,4,1680.0
Saqib Ali (UAE),England,2000-2024,5,5,7,84,25*,21.00,0,0,13,128.6,3776,50.31,32,1354,85.14,54.54,28,299,49,62,55.17,580,11.25,5.78,11.51,7/20,1764,40,2,1680.0
MA Seymour (SA),England,1981-2022,7,10,3,84,36,12.00,0,0,0,138.75,1894,64.1,224,860,74.21,82.61,30,102,26,39,30.45,409,39.07,4.84,26.15,7/20,662,48,9,1200.0
LI Salomone (MOZ),South Africa,1999-2021,14,12,10,84,25,8.40,0,0,9,72.9,16555,55.15,170,832,56.86,96.04,47,138,8,97,39.49,446,41.08,8.55,54.98,4/40,4990,11,7,600.0
U Srivastava (USA),South Africa,1997-2022,4,3,46,84,67,28.00,0,1,11,61.65,18137,33.11,220,780,82.21,51.72,11,34,18,73,86.1,147,48.98,5.44,54.03,1/28,4888,24,2,2100.0
C Sudarsanan (MLT),New Zealand,2011-2022,21,12,15,84,15,9.33,0,0,10,131.24,8258,26.22,320,948,54.64,55.75,48,250,10,47,48.65,138,16.66,8.89,31.57,7/39,1783,40,4,400.0
Tanzim Hasan Sakib (BAN),England,2009-2023,22,13,14,84,18,12.00,0,0,18,70.83,15595,30.01,331,114,78.0,60.31,28,112,2,76,26.37,162,20.98,4.34,17.39,4/20,4257,44,9,381.8181818181818
JG Thomas (ENG),Australia,1991-2023,8,13,31,84,31*,12.00,0,0,8,137.53,17353,58.24,327,1755,96.25,79.25,43,257,36,18,63.69,589,26.41,4.87,47.27,6/29,4996,9,8,1050.0
U Afzaal (ENG),India,1983-2021,3,6,37,83,54,16.60,0,1,17,89.07,18946,22.45,62,258,90.94,55.38,43,99,17,88,70.75,119,47.94,8.99,19.75,3/50,3432,36,8,2766.666666666667
W Barber (ENG),Afghanistan,1984-2023,2,4,0,83,44,20.75,0,0,16,62.19,2461,48.06,223,1849,85.94,65.85,16,266,12,58,59.76,288,33.14,7.86,34.01,7/29,4240,25,8,4150.0
YS Chahal (IND),New Zealand,1998-2023,152,20,2,83,18*,7.54,0,0,17,145.13,5603,23.08,11,1879,84.76,84.53,26,87,30,32,37.37,136,19.45,3.56,58.75,6/22,1392,12,8,54.60526315789473
M Dale-Bradley (GUE),Pakistan,2012-2021,14,8,17,83,33,16.60,0,0,18,85.85,9181,41.35,424,1538,87.77,69.62,2,244,8,26,68.82,537,27.11,5.96,43.43,7/12,3349,19,2,592.8571428571429
AG Davies (SCOT),Sri Lanka,2005-2021,5,5,17,83,32,20.75,0,0,0,72.69,15422,65.22,322,1503,56.31,83.88,41,42,32,87,55.17,120,27.48,6.04,36.78,3/49,2780,2,6,1660.0000000000002
AG Huckle (ZIM),West Indies,1984-2021,27,22,1,83,28*,5.53,0,0,12,126.82,11711,43.21,469,1927,58.44,64.0,41,258,39,54,26.77,490,31.49,8.85,40.85,2/15,4508,6,6,307.4074074074074
D Long Martinez (ESP),Pakistan,1983-2023,2,2,1,83,79,41.50,0,1,17,116.33,11840,21.57,240,793,58.8,66.68,17,279,28,35,44.62,545,14.96,9.3,41.67,2/39,596,44,9,4150.0
KDA Lukies (PHI),India,1982-2023,21,12,21,83,23*,13.83,0,0,19,132.23,14362,68.42,43,397,92.29,60.96,5,86,29,33,28.0,339,14.04,3.32,17.71,7/19,1075,7,6,395.23809523809524
Junaid Mehmood (NOR),India,2008-2024,8,6,3,83,30*,16.60,0,0,19,105.24,7389,41.43,183,1056,56.02,67.49,2,219,33,40,66.51,438,23.78,8.6,33.15,4/13,3338,0,5,1037.5
T Rajiv (SEY),Australia,1990-2023,6,6,30,83,36,13.83,0,0,2,63.5,4809,31.76,277,964,72.96,89.6,4,219,8,71,68.74,496,17.18,9.64,43.05,3/34,1768,36,7,1383.3333333333335
TB Robinson (NZ),Afghanistan,2014-2022,4,4,4,83,51,20.75,0,1,15,80.17,18802,42.41,458,263,95.19,83.4,15,63,40,0,56.79,516,15.0,6.66,14.38,3/46,3082,6,4,2075.0
Saran Aslam (DEN),Pakistan,1993-2022,12,7,27,83,47,13.83,0,0,9,115.34,11274,34.89,471,1621,82.15,83.46,38,133,44,67,44.49,488,27.41,5.71,26.36,6/44,963,48,8,691.6666666666667
SW Sohoni (IND),West Indies,1986-2022,4,7,40,83,29*,16.60,0,0,14,111.15,15033,28.69,467,185,90.06,76.57,16,264,39,80,61.35,527,34.74,6.45,27.32,7/16,2141,37,8,2075.0
PC Strydom (SA),Pakistan,2007-2023,12,11,35,83,34,10.37,0,0,11,60.77,14473,35.22,130,1034,62.69,72.34,13,209,48,66,53.74,42,28.88,7.67,32.51,5/45,1563,31,6,691.6666666666667
